source,kind,expression,target,task_queue,evidence,config_gates
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.fetch_research_sources_activity,src/research_activities/runtime.py::ResearchActivities.fetch_research_sources_activity,lifecycle_activities,src/orchestration/worker.py:331,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.normalize_research_sources_activity,src/research_activities/runtime.py::ResearchActivities.normalize_research_sources_activity,lifecycle_activities,src/orchestration/worker.py:332,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.extract_research_evidence_activity,src/research_activities/runtime.py::ResearchActivities.extract_research_evidence_activity,lifecycle_activities,src/orchestration/worker.py:333,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.assess_research_corroboration_activity,src/research_activities/runtime.py::ResearchActivities.assess_research_corroboration_activity,lifecycle_activities,src/orchestration/worker.py:334,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.analyze_research_gaps_activity,src/research_activities/runtime.py::ResearchActivities.analyze_research_gaps_activity,lifecycle_activities,src/orchestration/worker.py:335,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.synthesize_research_report_activity,src/research_activities/runtime.py::ResearchActivities.synthesize_research_report_activity,lifecycle_activities,src/orchestration/worker.py:336,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.verify_research_citations_activity,src/research_activities/runtime.py::ResearchActivities.verify_research_citations_activity,lifecycle_activities,src/orchestration/worker.py:337,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.compare_previous_research_activity,src/research_activities/runtime.py::ResearchActivities.compare_previous_research_activity,lifecycle_activities,src/orchestration/worker.py:338,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.publish_research_artifact_activity,src/research_activities/runtime.py::ResearchActivities.publish_research_artifact_activity,lifecycle_activities,src/orchestration/worker.py:339,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.complete_research_activity,src/research_activities/runtime.py::ResearchActivities.complete_research_activity,lifecycle_activities,src/orchestration/worker.py:340,
src/orchestration/worker.py::compose_web_workers,REGISTER_LIFECYCLE_ACTIVITIES,research_activities.fail_research_activity,src/research_activities/runtime.py::ResearchActivities.fail_research_activity,lifecycle_activities,src/orchestration/worker.py:341,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,execute_agent_activity,src/orchestration/web_activities.py::execute_agent_activity,agent_activities,src/orchestration/worker.py:344,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,durable_activities.context_bootstrap,src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap,agent_activities,src/orchestration/worker.py:345,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,durable_activities.model_decision,src/agent_activities/runtime.py::DurableAgentActivities.model_decision,agent_activities,src/orchestration/worker.py:346,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,durable_activities.tool_execution,src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,agent_activities,src/orchestration/worker.py:347,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,durable_activities.file_action_approval_status,src/agent_activities/runtime.py::DurableAgentActivities.file_action_approval_status,agent_activities,src/orchestration/worker.py:348,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,persistent_overwrite.execute,src/agent_activities/persistent_overwrite.py::PersistentOverwriteActivities.execute,agent_activities,src/orchestration/worker.py:349,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,durable_activities.planning,src/agent_activities/runtime.py::DurableAgentActivities.planning,agent_activities,src/orchestration/worker.py:350,
src/orchestration/worker.py::compose_web_workers,REGISTER_AGENT_ACTIVITIES,durable_activities.evaluate_plan,src/agent_activities/runtime.py::DurableAgentActivities.evaluate_plan,agent_activities,src/orchestration/worker.py:351,
src/orchestration/worker.py::start_worker,DI_REGISTRY,"inject_services(qq_execution_host=deps.qq_execution_host, session_archive=deps.session_archive, memory_reflection=deps.memory_reflection, metrics=deps.metrics)",src/harness/activities.py::inject_services,,src/orchestration/worker.py:857,
src/orchestration/worker.py::start_worker,DI_REGISTRY,"deps.scheduler.register_handler('user_reminder', _handle_user_reminder)",,,src/orchestration/worker.py:891,
src/orchestration/worker.py::start_worker,REGISTER_WORKFLOWS,OrchestrationWorkflow,src/orchestration/workflow.py::OrchestrationWorkflow,config.temporal.task_queue,src/orchestration/worker.py:913,
src/orchestration/worker.py::start_worker,REGISTER_WORKFLOWS,ReflectWorkflow,src/orchestration/workflow.py::ReflectWorkflow,config.temporal.task_queue,src/orchestration/worker.py:913,
src/orchestration/worker.py::start_worker,REGISTER_WORKFLOWS,MetricsReportWorkflow,src/orchestration/workflow.py::MetricsReportWorkflow,config.temporal.task_queue,src/orchestration/worker.py:913,
src/orchestration/worker.py::start_worker,REGISTER_ACTIVITIES,process_turn_activity,src/harness/activities.py::process_turn_activity,config.temporal.task_queue,src/orchestration/worker.py:916,
src/orchestration/worker.py::start_worker,REGISTER_ACTIVITIES,archive_session_activity,src/harness/activities.py::archive_session_activity,config.temporal.task_queue,src/orchestration/worker.py:917,
src/orchestration/worker.py::start_worker,REGISTER_ACTIVITIES,reflect_activity,src/harness/activities.py::reflect_activity,config.temporal.task_queue,src/orchestration/worker.py:918,
src/orchestration/worker.py::start_worker,REGISTER_ACTIVITIES,reflect_batch_activity,src/harness/activities.py::reflect_batch_activity,config.temporal.task_queue,src/orchestration/worker.py:919,
src/orchestration/worker.py::start_worker,REGISTER_ACTIVITIES,metrics_report_activity,src/harness/activities.py::metrics_report_activity,config.temporal.task_queue,src/orchestration/worker.py:920,
src/orchestration/worker.py::start_worker,DI_REGISTRY,inject_scheduler(deps.scheduler),src/sandbox/tools/local/reminder.py::inject_scheduler,,src/orchestration/worker.py:898,config.scheduler.enabled
src/orchestration/worker.py::start_worker,DI_REGISTRY,"deps.channel_router.register(ch_type, channel)",,,src/orchestration/worker.py:967,
src/orchestration/workflow.py::OrchestrationWorkflow,DEFINITION_WORKFLOW,OrchestrationWorkflow,src/orchestration/workflow.py::OrchestrationWorkflow,,src/orchestration/workflow.py:22,
src/orchestration/workflow.py::ReflectWorkflow,DEFINITION_WORKFLOW,ReflectWorkflow,src/orchestration/workflow.py::ReflectWorkflow,,src/orchestration/workflow.py:207,
src/orchestration/workflow.py::MetricsReportWorkflow,DEFINITION_WORKFLOW,MetricsReportWorkflow,src/orchestration/workflow.py::MetricsReportWorkflow,,src/orchestration/workflow.py:230,
src/orchestration/workflow.py::OrchestrationWorkflow.run,TEMPORAL_INVOKE,'archive_session_activity',src/harness/activities.py::archive_session_activity,,src/orchestration/workflow.py:98,
src/orchestration/workflow.py::ReflectWorkflow.run,TEMPORAL_INVOKE,'reflect_batch_activity',src/harness/activities.py::reflect_batch_activity,,src/orchestration/workflow.py:218,
src/orchestration/workflow.py::MetricsReportWorkflow.run,TEMPORAL_INVOKE,'metrics_report_activity',src/harness/activities.py::metrics_report_activity,,src/orchestration/workflow.py:239,
src/orchestration/workflow.py::OrchestrationWorkflow.run,TEMPORAL_INVOKE,'archive_session_activity',src/harness/activities.py::archive_session_activity,,src/orchestration/workflow.py:107,re_archived
src/orchestration/workflow.py::OrchestrationWorkflow._process_turn,TEMPORAL_INVOKE,'process_turn_activity',src/harness/activities.py::process_turn_activity,,src/orchestration/workflow.py:155,
src/research_activities/runtime.py::ResearchActivities.trigger_scheduled_research_activity,DEFINITION_ACTIVITY,trigger_scheduled_research_activity,src/research_activities/runtime.py::ResearchActivities.trigger_scheduled_research_activity,,src/research_activities/runtime.py:79,
src/research_activities/runtime.py::ResearchActivities.prepare_research_activity,DEFINITION_ACTIVITY,prepare_research_activity,src/research_activities/runtime.py::ResearchActivities.prepare_research_activity,,src/research_activities/runtime.py:195,
src/research_activities/runtime.py::ResearchActivities.create_research_plan_activity,DEFINITION_ACTIVITY,create_research_plan_activity,src/research_activities/runtime.py::ResearchActivities.create_research_plan_activity,,src/research_activities/runtime.py:233,
src/research_activities/runtime.py::ResearchActivities.discover_research_sources_activity,DEFINITION_ACTIVITY,discover_research_sources_activity,src/research_activities/runtime.py::ResearchActivities.discover_research_sources_activity,,src/research_activities/runtime.py:278,
src/research_activities/runtime.py::ResearchActivities.rank_research_sources_activity,DEFINITION_ACTIVITY,rank_research_sources_activity,src/research_activities/runtime.py::ResearchActivities.rank_research_sources_activity,,src/research_activities/runtime.py:341,
src/research_activities/runtime.py::ResearchActivities.fetch_research_sources_activity,DEFINITION_ACTIVITY,fetch_research_sources_activity,src/research_activities/runtime.py::ResearchActivities.fetch_research_sources_activity,,src/research_activities/runtime.py:370,
src/research_activities/runtime.py::ResearchActivities.normalize_research_sources_activity,DEFINITION_ACTIVITY,normalize_research_sources_activity,src/research_activities/runtime.py::ResearchActivities.normalize_research_sources_activity,,src/research_activities/runtime.py:447,
src/research_activities/runtime.py::ResearchActivities.extract_research_evidence_activity,DEFINITION_ACTIVITY,extract_research_evidence_activity,src/research_activities/runtime.py::ResearchActivities.extract_research_evidence_activity,,src/research_activities/runtime.py:470,
src/research_activities/runtime.py::ResearchActivities.assess_research_corroboration_activity,DEFINITION_ACTIVITY,assess_research_corroboration_activity,src/research_activities/runtime.py::ResearchActivities.assess_research_corroboration_activity,,src/research_activities/runtime.py:526,
src/research_activities/runtime.py::ResearchActivities.analyze_research_gaps_activity,DEFINITION_ACTIVITY,analyze_research_gaps_activity,src/research_activities/runtime.py::ResearchActivities.analyze_research_gaps_activity,,src/research_activities/runtime.py:551,
src/research_activities/runtime.py::ResearchActivities.synthesize_research_report_activity,DEFINITION_ACTIVITY,synthesize_research_report_activity,src/research_activities/runtime.py::ResearchActivities.synthesize_research_report_activity,,src/research_activities/runtime.py:590,
src/research_activities/runtime.py::ResearchActivities.verify_research_citations_activity,DEFINITION_ACTIVITY,verify_research_citations_activity,src/research_activities/runtime.py::ResearchActivities.verify_research_citations_activity,,src/research_activities/runtime.py:621,
src/research_activities/runtime.py::ResearchActivities.compare_previous_research_activity,DEFINITION_ACTIVITY,compare_previous_research_activity,src/research_activities/runtime.py::ResearchActivities.compare_previous_research_activity,,src/research_activities/runtime.py:635,
src/research_activities/runtime.py::ResearchActivities.publish_research_artifact_activity,DEFINITION_ACTIVITY,publish_research_artifact_activity,src/research_activities/runtime.py::ResearchActivities.publish_research_artifact_activity,,src/research_activities/runtime.py:651,
src/research_activities/runtime.py::ResearchActivities.complete_research_activity,DEFINITION_ACTIVITY,complete_research_activity,src/research_activities/runtime.py::ResearchActivities.complete_research_activity,,src/research_activities/runtime.py:727,
src/research_activities/runtime.py::ResearchActivities.fail_research_activity,DEFINITION_ACTIVITY,fail_research_activity,src/research_activities/runtime.py::ResearchActivities.fail_research_activity,,src/research_activities/runtime.py:764,
src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox,DI_REGISTRY,"registry.register(tool, category='native', routing=routing_for(tool, 'native'))",src/sandbox/tools/registry.py::ToolRegistry.register,,src/sandbox/sandbox_manager.py:164,
src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox,DI_REGISTRY,"registry.register(tool, category='native', routing=routing_for(tool, 'native'))",src/sandbox/tools/registry.py::ToolRegistry.register,,src/sandbox/sandbox_manager.py:174,self._native_tools_enabled
src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox,DI_REGISTRY,"registry.register(tool, category='native', routing=routing_for(tool, 'native'))",src/sandbox/tools/registry.py::ToolRegistry.register,,src/sandbox/sandbox_manager.py:193,self._file_tools_enabled and ctx.get('channel_type') == 'web'
src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox,DI_REGISTRY,"registry.register(tool, category='mcp', routing=routing_for(tool, 'mcp'))",src/sandbox/tools/registry.py::ToolRegistry.register,,src/sandbox/sandbox_manager.py:204,self._mcp_manager
src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox,DI_REGISTRY,"registry.register(skill_tool, category='skill', routing=routing_for(skill_tool, 'skill'))",src/sandbox/tools/registry.py::ToolRegistry.register,,src/sandbox/sandbox_manager.py:212,self._skill_definitions
src/sandbox/sandbox_manager.py::SandboxManager.create_session_sandbox,DI_REGISTRY,"registry.register(tool, category='native', routing=routing_for(tool, 'native'))",src/sandbox/tools/registry.py::ToolRegistry.register,,src/sandbox/sandbox_manager.py:200,self._file_tools_enabled and ctx.get('channel_type') == 'web' && self._file_output_publisher is not None
src/sandbox/tools/local/file_read.py::default_file_adapter_registry,DI_REGISTRY,"registry.register('fast_text', MarkItDownFastTextViewProvider(), extensions=('txt', 'md', 'html', 'csv', 'json', 'xml', 'pdf', 'docx', 'xlsx', 'pptx'))",src/file_runtime/registry.py::FileAdapterRegistry.register,,src/sandbox/tools/local/file_read.py:69,
src/sandbox/tools/local/file_read.py::default_file_adapter_registry,DI_REGISTRY,"registry.register('pdf', PdfAdapter(), media_types=('application/pdf',), extensions=('pdf',))",src/file_runtime/registry.py::FileAdapterRegistry.register,,src/sandbox/tools/local/file_read.py:73,
src/sandbox/tools/local/file_read.py::default_file_adapter_registry,DI_REGISTRY,"registry.register('docx', DocxAdapter(), media_types=('application/vnd.openxmlformats-officedocument.wordprocessingml.document',), extensions=('docx',))",src/file_runtime/registry.py::FileAdapterRegistry.register,,src/sandbox/tools/local/file_read.py:74,
src/sandbox/tools/local/file_read.py::default_file_adapter_registry,DI_REGISTRY,"registry.register('xlsx', XlsxAdapter(), media_types=('application/vnd.openxmlformats-officedocument.spreadsheetml.sheet',), extensions=('xlsx',))",src/file_runtime/registry.py::FileAdapterRegistry.register,,src/sandbox/tools/local/file_read.py:79,
src/sandbox/tools/local/file_read.py::default_file_adapter_registry,DI_REGISTRY,"registry.register('pptx', PptxAdapter(), media_types=('application/vnd.openxmlformats-officedocument.presentationml.presentation',), extensions=('pptx',))",src/file_runtime/registry.py::FileAdapterRegistry.register,,src/sandbox/tools/local/file_read.py:84,
src/web_api/app.py::create_app.register,DI_REGISTRY,"request.app.state.registration.register(payload.username, payload.password)",src/account/registration_service.py::RegistrationService.register,,src/web_api/app.py:516,
test/support/durable_worker_process.py::ActivityCrashToolWorkflow,DEFINITION_WORKFLOW,activity-crash-tool-workflow,test/support/durable_worker_process.py::ActivityCrashToolWorkflow,,test/support/durable_worker_process.py:92,
test/support/durable_worker_process.py::context_activity,DEFINITION_ACTIVITY,context_bootstrap_activity,test/support/durable_worker_process.py::context_activity,,test/support/durable_worker_process.py:149,
test/support/durable_worker_process.py::model_activity,DEFINITION_ACTIVITY,model_decision_activity,test/support/durable_worker_process.py::model_activity,,test/support/durable_worker_process.py:160,
test/support/durable_worker_process.py::tool_activity,DEFINITION_ACTIVITY,tool_execution_activity,test/support/durable_worker_process.py::tool_activity,,test/support/durable_worker_process.py:193,
test/support/durable_worker_process.py::benchmark_tool_activity,DEFINITION_ACTIVITY,tool_execution_activity,test/support/durable_worker_process.py::benchmark_tool_activity,,test/support/durable_worker_process.py:256,
test/support/durable_worker_process.py::planning_activity,DEFINITION_ACTIVITY,planning_activity,test/support/durable_worker_process.py::planning_activity,,test/support/durable_worker_process.py:276,
test/support/durable_worker_process.py::evaluation_activity,DEFINITION_ACTIVITY,evaluate_plan_activity,test/support/durable_worker_process.py::evaluation_activity,,test/support/durable_worker_process.py:292,
test/support/durable_worker_process.py::_serve,REGISTER_WORKFLOWS,AgentRunWorkflow,src/agent_workflows/agent_run.py::AgentRunWorkflow,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:317,args.role == 'workflow'
test/support/durable_worker_process.py::_serve,REGISTER_WORKFLOWS,ReactAgentWorkflow,src/agent_workflows/react.py::ReactAgentWorkflow,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:318,args.role == 'workflow'
test/support/durable_worker_process.py::_serve,REGISTER_WORKFLOWS,PlanAndExecuteWorkflow,src/agent_workflows/plan_execute.py::PlanAndExecuteWorkflow,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:319,args.role == 'workflow'
test/support/durable_worker_process.py::_serve,REGISTER_WORKFLOWS,AgentStepWorkflow,src/agent_workflows/agent_step.py::AgentStepWorkflow,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:320,args.role == 'workflow'
test/support/durable_worker_process.py::_serve,REGISTER_WORKFLOWS,ToolExecutionWorkflow,src/agent_workflows/tool_execution.py::ToolExecutionWorkflow,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:321,args.role == 'workflow'
test/support/durable_worker_process.py::_serve,REGISTER_WORKFLOWS,ActivityCrashToolWorkflow,test/support/durable_worker_process.py::ActivityCrashToolWorkflow,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:322,args.role == 'workflow'
test/support/durable_worker_process.py::ActivityCrashToolWorkflow.run,TEMPORAL_INVOKE,'tool_execution_activity',test/web_persistence/test_f4_2_approval_temporal.py::pending_tool,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:96,
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,context_activity,test/support/durable_worker_process.py::context_activity,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:330,NOT args.role == 'workflow' && args.role == 'activity'
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,model_activity,test/support/durable_worker_process.py::model_activity,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:331,NOT args.role == 'workflow' && args.role == 'activity'
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,tool_activity,test/support/durable_worker_process.py::tool_activity,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:332,NOT args.role == 'workflow' && args.role == 'activity'
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,planning_activity,test/support/durable_worker_process.py::planning_activity,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:333,NOT args.role == 'workflow' && args.role == 'activity'
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,evaluation_activity,test/support/durable_worker_process.py::evaluation_activity,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:334,NOT args.role == 'workflow' && args.role == 'activity'
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,benchmark_tool_activity,test/support/durable_worker_process.py::benchmark_tool_activity,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:343,NOT args.role == 'workflow' && NOT args.role == 'activity' && args.role == 'benchmark-activity'
test/support/durable_worker_process.py::_serve,REGISTER_ACTIVITIES,durable.tool_execution,src/agent_activities/runtime.py::DurableAgentActivities.tool_execution,AGENT_TASK_QUEUE,test/support/durable_worker_process.py:361,NOT args.role == 'workflow' && NOT args.role == 'activity' && NOT args.role == 'benchmark-activity'
test/support/research_worker_process.py::simple.implementation,DEFINITION_ACTIVITY,implementation,test/support/research_worker_process.py::simple.implementation,,test/support/research_worker_process.py:31,
test/support/research_worker_process.py::main.fetch,DEFINITION_ACTIVITY,fetch_research_sources_activity,test/support/research_worker_process.py::main.fetch,,test/support/research_worker_process.py:58,
test/support/research_worker_process.py::main.gaps,DEFINITION_ACTIVITY,analyze_research_gaps_activity,test/support/research_worker_process.py::main.gaps,,test/support/research_worker_process.py:69,
test/support/research_worker_process.py::main.trigger_schedule,DEFINITION_ACTIVITY,trigger_scheduled_research_activity,test/support/research_worker_process.py::main.trigger_schedule,,test/support/research_worker_process.py:73,
test/support/research_worker_process.py::main,REGISTER_WORKFLOWS,ResearchReportWorkflow,src/orchestration/research_workflow.py::ResearchReportWorkflow,WEB_LIFECYCLE_TASK_QUEUE,test/support/research_worker_process.py:81,
